sales_id,product_id,customer_id,location_id,order_id,quantity,total_amount,product_name,product_category,price,customer_fullname,gender,country,county,order_date,ship_date
197,7,113,2,1056,5,2000.0,Eggs Tray,Dairy,400.0,David Cherono,Female,Kenya,Mombasa,2026-03-25,2026-03-27
198,6,148,2,1151,3,840.0,Rice 2kg,Grocery,280.0,Ann Cherono,Female,Kenya,Mombasa,2026-03-24,2026-03-25
199,5,123,1,1154,1,80.0,Soda 500ml,Beverages,80.0,Daniel Wanjiku,Female,Kenya,Nairobi,2026-03-21,2026-03-24
200,6,110,4,1118,5,1400.0,Rice 2kg,Grocery,280.0,James Mwangi,Male,Kenya,Uasin Gishu,2026-03-03,2026-03-05
201,5,144,5,1085,5,400.0,Soda 500ml,Beverages,80.0,Ann Cherono,Male,Kenya,Nakuru,2026-03-18,2026-03-19
202,5,115,3,1072,4,320.0,Soda 500ml,Beverages,80.0,John Otieno,Male,Kenya,Kisumu,2026-03-02,2026-03-03
203,5,104,1,1121,3,240.0,Soda 500ml,Beverages,80.0,Brian Achieng,Female,Kenya,Nairobi,2026-03-10,2026-03-12
204,1,149,3,1186,5,300.0,Milk 500ml,Dairy,60.0,Peter Mutua,Male,Kenya,Kisumu,2026-03-06,2026-03-08
205,1,118,4,1187,1,60.0,Milk 500ml,Dairy,60.0,Grace Omondi,Male,Kenya,Uasin Gishu,2026-03-05,2026-03-08
206,6,141,1,1046,4,1120.0,Rice 2kg,Grocery,280.0,Faith Otieno,Male,Kenya,Nairobi,2026-03-09,2026-03-12
207,5,135,1,1126,1,80.0,Soda 500ml,Beverages,80.0,Grace Njeri,Female,Kenya,Nairobi,2026-03-22,2026-03-24
208,3,133,3,1066,3,420.0,Sugar 1kg,Grocery,140.0,Grace Njeri,Female,Kenya,Kisumu,2026-03-14,2026-03-17
209,5,143,4,1175,2,160.0,Soda 500ml,Beverages,80.0,Daniel Njeri,Female,Kenya,Uasin Gishu,2026-03-07,2026-03-09
210,5,104,1,1134,2,160.0,Soda 500ml,Beverages,80.0,Brian Achieng,Female,Kenya,Nairobi,2026-03-10,2026-03-12
211,3,102,3,1193,1,140.0,Sugar 1kg,Grocery,140.0,Faith Cherono,Female,Kenya,Kisumu,2026-03-15,2026-03-18
212,5,129,4,1033,1,80.0,Soda 500ml,Beverages,80.0,Faith Achieng,Male,Kenya,Uasin Gishu,2026-03-23,2026-03-25
213,2,145,1,1179,5,275.0,Bread White,Bakery,55.0,Daniel Otieno,Male,Kenya,Nairobi,2026-03-29,2026-03-31
214,5,124,2,1147,2,160.0,Soda 500ml,Beverages,80.0,Daniel Achieng,Male,Kenya,Mombasa,2026-03-30,2026-04-01
215,6,123,4,1185,2,560.0,Rice 2kg,Grocery,280.0,Daniel Wanjiku,Female,Kenya,Uasin Gishu,2026-03-26,2026-03-28
216,3,145,3,1073,1,140.0,Sugar 1kg,Grocery,140.0,Daniel Otieno,Male,Kenya,Kisumu,2026-03-30,2026-04-01
217,7,150,5,1121,2,800.0,Eggs Tray,Dairy,400.0,Peter Achieng,Female,Kenya,Nakuru,2026-03-10,2026-03-12
218,6,112,2,1065,2,560.0,Rice 2kg,Grocery,280.0,David Mwangi,Male,Kenya,Mombasa,2026-03-09,2026-03-10
219,4,144,4,1161,4,1280.0,Cooking Oil 1L,Grocery,320.0,Ann Cherono,Male,Kenya,Uasin Gishu,2026-03-29,2026-04-01
220,4,142,2,1002,2,640.0,Cooking Oil 1L,Grocery,320.0,James Otieno,Male,Kenya,Mombasa,2026-03-31,2026-04-03
221,5,130,4,1046,4,320.0,Soda 500ml,Beverages,80.0,Ann Kamau,Female,Kenya,Uasin Gishu,2026-03-09,2026-03-12
222,4,138,4,1156,4,1280.0,Cooking Oil 1L,Grocery,320.0,David Otieno,Female,Kenya,Uasin Gishu,2026-03-01,2026-03-04
223,1,123,3,1134,1,60.0,Milk 500ml,Dairy,60.0,Daniel Wanjiku,Female,Kenya,Kisumu,2026-03-10,2026-03-12
224,2,116,1,1176,3,165.0,Bread White,Bakery,55.0,James Mwangi,Female,Kenya,Nairobi,2026-03-18,2026-03-21
225,3,133,3,1050,5,700.0,Sugar 1kg,Grocery,140.0,Grace Njeri,Female,Kenya,Kisumu,2026-03-04,2026-03-07
226,4,101,1,1128,2,640.0,Cooking Oil 1L,Grocery,320.0,Ann Otieno,Male,Kenya,Nairobi,2026-03-27,2026-03-28
227,3,121,5,1125,5,700.0,Sugar 1kg,Grocery,140.0,Brian Achieng,Male,Kenya,Nakuru,2026-03-14,2026-03-15
228,2,117,4,1075,2,110.0,Bread White,Bakery,55.0,Mary Kiptoo,Female,Kenya,Uasin Gishu,2026-03-05,2026-03-06
229,5,126,1,1095,4,320.0,Soda 500ml,Beverages,80.0,Faith Kiptoo,Male,Kenya,Nairobi,2026-03-24,2026-03-25
230,6,121,5,1198,4,1120.0,Rice 2kg,Grocery,280.0,Brian Achieng,Male,Kenya,Nakuru,2026-03-07,2026-03-10
231,5,106,3,1145,4,320.0,Soda 500ml,Beverages,80.0,David Mwangi,Male,Kenya,Kisumu,2026-03-05,2026-03-07
232,6,112,3,1049,3,840.0,Rice 2kg,Grocery,280.0,David Mwangi,Male,Kenya,Kisumu,2026-03-16,2026-03-17
233,2,108,3,1174,1,55.0,Bread White,Bakery,55.0,David Kamau,Male,Kenya,Kisumu,2026-03-07,2026-03-08
234,5,102,2,1123,2,160.0,Soda 500ml,Beverages,80.0,Faith Cherono,Female,Kenya,Mombasa,2026-03-18,2026-03-20
235,5,148,5,1078,5,400.0,Soda 500ml,Beverages,80.0,Ann Cherono,Female,Kenya,Nakuru,2026-03-09,2026-03-11
236,3,128,3,1068,1,140.0,Sugar 1kg,Grocery,140.0,Peter Omondi,Male,Kenya,Kisumu,2026-03-20,2026-03-23
237,5,107,4,1077,1,80.0,Soda 500ml,Beverages,80.0,John Kiptoo,Female,Kenya,Uasin Gishu,2026-03-25,2026-03-27
238,5,139,3,1066,2,160.0,Soda 500ml,Beverages,80.0,David Wanjiku,Male,Kenya,Kisumu,2026-03-14,2026-03-17
239,5,144,5,1188,2,160.0,Soda 500ml,Beverages,80.0,Ann Cherono,Male,Kenya,Nakuru,2026-03-20,2026-03-22
240,5,140,4,1039,3,240.0,Soda 500ml,Beverages,80.0,Grace Otieno,Male,Kenya,Uasin Gishu,2026-03-10,2026-03-12
241,4,106,3,1020,2,640.0,Cooking Oil 1L,Grocery,320.0,David Mwangi,Male,Kenya,Kisumu,2026-03-04,2026-03-06
242,1,142,3,1133,3,180.0,Milk 500ml,Dairy,60.0,James Otieno,Male,Kenya,Kisumu,2026-03-04,2026-03-05
243,1,132,4,1123,3,180.0,Milk 500ml,Dairy,60.0,Peter Omondi,Male,Kenya,Uasin Gishu,2026-03-18,2026-03-20
244,3,107,3,1072,4,560.0,Sugar 1kg,Grocery,140.0,John Kiptoo,Female,Kenya,Kisumu,2026-03-02,2026-03-03
245,7,139,4,1052,3,1200.0,Eggs Tray,Dairy,400.0,David Wanjiku,Male,Kenya,Uasin Gishu,2026-03-26,2026-03-27
246,7,109,3,1184,4,1600.0,Eggs Tray,Dairy,400.0,James Njeri,Female,Kenya,Kisumu,2026-03-24,2026-03-27
247,1,133,2,1103,1,60.0,Milk 500ml,Dairy,60.0,Grace Njeri,Female,Kenya,Mombasa,2026-03-14,2026-03-16
248,5,101,3,1075,5,400.0,Soda 500ml,Beverages,80.0,Ann Otieno,Male,Kenya,Kisumu,2026-03-05,2026-03-06
249,7,110,2,1128,2,800.0,Eggs Tray,Dairy,400.0,James Mwangi,Male,Kenya,Mombasa,2026-03-27,2026-03-28
250,2,102,1,1012,4,220.0,Bread White,Bakery,55.0,Faith Cherono,Female,Kenya,Nairobi,2026-03-21,2026-03-24
251,3,136,4,1001,1,140.0,Sugar 1kg,Grocery,140.0,Ann Achieng,Male,Kenya,Uasin Gishu,2026-03-25,2026-03-26
252,1,125,3,1198,4,240.0,Milk 500ml,Dairy,60.0,Daniel Kamau,Male,Kenya,Kisumu,2026-03-07,2026-03-10
253,3,141,3,1049,2,280.0,Sugar 1kg,Grocery,140.0,Faith Otieno,Male,Kenya,Kisumu,2026-03-16,2026-03-17
254,2,144,1,1170,4,220.0,Bread White,Bakery,55.0,Ann Cherono,Male,Kenya,Nairobi,2026-03-11,2026-03-14
255,4,141,2,1147,1,320.0,Cooking Oil 1L,Grocery,320.0,Faith Otieno,Male,Kenya,Mombasa,2026-03-30,2026-04-01
256,3,126,5,1196,3,420.0,Sugar 1kg,Grocery,140.0,Faith Kiptoo,Male,Kenya,Nakuru,2026-03-29,2026-03-30
257,2,128,5,1093,1,55.0,Bread White,Bakery,55.0,Peter Omondi,Male,Kenya,Nakuru,2026-03-31,2026-04-03
258,5,121,1,1173,2,160.0,Soda 500ml,Beverages,80.0,Brian Achieng,Male,Kenya,Nairobi,2026-03-03,2026-03-06
259,5,110,3,1086,1,80.0,Soda 500ml,Beverages,80.0,James Mwangi,Male,Kenya,Kisumu,2026-03-27,2026-03-28
260,1,137,4,1060,1,60.0,Milk 500ml,Dairy,60.0,James Omondi,Male,Kenya,Uasin Gishu,2026-03-26,2026-03-28
261,5,144,3,1026,4,320.0,Soda 500ml,Beverages,80.0,Ann Cherono,Male,Kenya,Kisumu,2026-03-16,2026-03-18
262,7,133,4,1062,4,1600.0,Eggs Tray,Dairy,400.0,Grace Njeri,Female,Kenya,Uasin Gishu,2026-03-20,2026-03-21
263,4,116,5,1134,4,1280.0,Cooking Oil 1L,Grocery,320.0,James Mwangi,Female,Kenya,Nakuru,2026-03-10,2026-03-12
264,1,106,2,1103,1,60.0,Milk 500ml,Dairy,60.0,David Mwangi,Male,Kenya,Mombasa,2026-03-14,2026-03-16
265,2,131,1,1064,4,220.0,Bread White,Bakery,55.0,James Kamau,Female,Kenya,Nairobi,2026-03-26,2026-03-27
266,5,121,5,1170,2,160.0,Soda 500ml,Beverages,80.0,Brian Achieng,Male,Kenya,Nakuru,2026-03-11,2026-03-14
267,1,141,3,1085,5,300.0,Milk 500ml,Dairy,60.0,Faith Otieno,Male,Kenya,Kisumu,2026-03-18,2026-03-19
268,6,101,3,1158,4,1120.0,Rice 2kg,Grocery,280.0,Ann Otieno,Male,Kenya,Kisumu,2026-03-12,2026-03-14
269,4,143,2,1141,4,1280.0,Cooking Oil 1L,Grocery,320.0,Daniel Njeri,Female,Kenya,Mombasa,2026-03-25,2026-03-26
270,6,149,5,1105,5,1400.0,Rice 2kg,Grocery,280.0,Peter Mutua,Male,Kenya,Nakuru,2026-03-31,2026-04-02
271,1,128,1,1146,1,60.0,Milk 500ml,Dairy,60.0,Peter Omondi,Male,Kenya,Nairobi,2026-03-24,2026-03-25
272,1,109,1,1131,4,240.0,Milk 500ml,Dairy,60.0,James Njeri,Female,Kenya,Nairobi,2026-03-25,2026-03-26
273,2,136,5,1039,1,55.0,Bread White,Bakery,55.0,Ann Achieng,Male,Kenya,Nakuru,2026-03-10,2026-03-12
274,2,109,3,1131,1,55.0,Bread White,Bakery,55.0,James Njeri,Female,Kenya,Kisumu,2026-03-25,2026-03-26
275,3,142,4,1114,4,560.0,Sugar 1kg,Grocery,140.0,James Otieno,Male,Kenya,Uasin Gishu,2026-03-27,2026-03-28
276,5,122,4,1160,1,80.0,Soda 500ml,Beverages,80.0,Daniel Wanjiku,Female,Kenya,Uasin Gishu,2026-03-29,2026-03-30
277,2,113,3,1014,2,110.0,Bread White,Bakery,55.0,David Cherono,Female,Kenya,Kisumu,2026-03-23,2026-03-24
278,1,127,2,1133,3,180.0,Milk 500ml,Dairy,60.0,Grace Wanjiku,Female,Kenya,Mombasa,2026-03-04,2026-03-05
279,5,142,4,1027,1,80.0,Soda 500ml,Beverages,80.0,James Otieno,Male,Kenya,Uasin Gishu,2026-03-18,2026-03-19
280,1,134,3,1106,5,300.0,Milk 500ml,Dairy,60.0,Faith Kamau,Female,Kenya,Kisumu,2026-03-01,2026-03-03
281,4,137,4,1080,4,1280.0,Cooking Oil 1L,Grocery,320.0,James Omondi,Male,Kenya,Uasin Gishu,2026-03-31,2026-04-03
282,1,144,1,1078,4,240.0,Milk 500ml,Dairy,60.0,Ann Cherono,Male,Kenya,Nairobi,2026-03-09,2026-03-11
283,2,107,3,1067,5,275.0,Bread White,Bakery,55.0,John Kiptoo,Female,Kenya,Kisumu,2026-03-21,2026-03-24
284,3,119,4,1004,5,700.0,Sugar 1kg,Grocery,140.0,Faith Mutua,Female,Kenya,Uasin Gishu,2026-03-26,2026-03-27
285,5,126,3,1018,3,240.0,Soda 500ml,Beverages,80.0,Faith Kiptoo,Male,Kenya,Kisumu,2026-03-25,2026-03-26
286,1,145,2,1020,1,60.0,Milk 500ml,Dairy,60.0,Daniel Otieno,Male,Kenya,Mombasa,2026-03-04,2026-03-06
287,6,106,3,1097,3,840.0,Rice 2kg,Grocery,280.0,David Mwangi,Male,Kenya,Kisumu,2026-03-28,2026-03-30
288,2,115,3,1155,2,110.0,Bread White,Bakery,55.0,John Otieno,Male,Kenya,Kisumu,2026-03-23,2026-03-24
289,2,107,4,1084,3,165.0,Bread White,Bakery,55.0,John Kiptoo,Female,Kenya,Uasin Gishu,2026-03-15,2026-03-17
290,6,110,1,1067,4,1120.0,Rice 2kg,Grocery,280.0,James Mwangi,Male,Kenya,Nairobi,2026-03-21,2026-03-24
291,6,144,5,1091,4,1120.0,Rice 2kg,Grocery,280.0,Ann Cherono,Male,Kenya,Nakuru,2026-03-03,2026-03-06
292,7,104,4,1111,2,800.0,Eggs Tray,Dairy,400.0,Brian Achieng,Female,Kenya,Uasin Gishu,2026-03-15,2026-03-18
293,6,127,2,1139,1,280.0,Rice 2kg,Grocery,280.0,Grace Wanjiku,Female,Kenya,Mombasa,2026-03-02,2026-03-05
294,2,114,3,1168,1,55.0,Bread White,Bakery,55.0,David Achieng,Male,Kenya,Kisumu,2026-03-13,2026-03-15
295,5,133,4,1012,4,320.0,Soda 500ml,Beverages,80.0,Grace Njeri,Female,Kenya,Uasin Gishu,2026-03-21,2026-03-24
296,4,126,1,1104,3,960.0,Cooking Oil 1L,Grocery,320.0,Faith Kiptoo,Male,Kenya,Nairobi,2026-03-06,2026-03-08
297,7,102,3,1131,4,1600.0,Eggs Tray,Dairy,400.0,Faith Cherono,Female,Kenya,Kisumu,2026-03-25,2026-03-26
298,1,140,2,1075,2,120.0,Milk 500ml,Dairy,60.0,Grace Otieno,Male,Kenya,Mombasa,2026-03-05,2026-03-06
299,1,143,4,1101,4,240.0,Milk 500ml,Dairy,60.0,Daniel Njeri,Female,Kenya,Uasin Gishu,2026-03-14,2026-03-17
300,7,134,3,1182,3,1200.0,Eggs Tray,Dairy,400.0,Faith Kamau,Female,Kenya,Kisumu,2026-03-31,2026-04-02
301,5,144,4,1194,4,320.0,Soda 500ml,Beverages,80.0,Ann Cherono,Male,Kenya,Uasin Gishu,2026-03-10,2026-03-11
302,3,104,2,1107,5,700.0,Sugar 1kg,Grocery,140.0,Brian Achieng,Female,Kenya,Mombasa,2026-03-29,2026-04-01
303,4,110,3,1192,2,640.0,Cooking Oil 1L,Grocery,320.0,James Mwangi,Male,Kenya,Kisumu,2026-03-08,2026-03-10
304,7,114,2,1043,1,400.0,Eggs Tray,Dairy,400.0,David Achieng,Male,Kenya,Mombasa,2026-03-27,2026-03-28
305,2,145,5,1078,2,110.0,Bread White,Bakery,55.0,Daniel Otieno,Male,Kenya,Nakuru,2026-03-09,2026-03-11
306,2,111,5,1013,2,110.0,Bread White,Bakery,55.0,Daniel Cherono,Male,Kenya,Nakuru,2026-03-30,2026-04-01
307,5,131,1,1029,4,320.0,Soda 500ml,Beverages,80.0,James Kamau,Female,Kenya,Nairobi,2026-03-06,2026-03-08
308,7,128,1,1182,2,800.0,Eggs Tray,Dairy,400.0,Peter Omondi,Male,Kenya,Nairobi,2026-03-31,2026-04-02
309,1,139,1,1039,1,60.0,Milk 500ml,Dairy,60.0,David Wanjiku,Male,Kenya,Nairobi,2026-03-10,2026-03-12
310,7,132,5,1141,4,1600.0,Eggs Tray,Dairy,400.0,Peter Omondi,Male,Kenya,Nakuru,2026-03-25,2026-03-26
311,6,111,3,1177,5,1400.0,Rice 2kg,Grocery,280.0,Daniel Cherono,Male,Kenya,Kisumu,2026-03-16,2026-03-19
312,4,124,5,1006,3,960.0,Cooking Oil 1L,Grocery,320.0,Daniel Achieng,Male,Kenya,Nakuru,2026-03-03,2026-03-06
313,2,119,2,1141,5,275.0,Bread White,Bakery,55.0,Faith Mutua,Female,Kenya,Mombasa,2026-03-25,2026-03-26
314,6,125,4,1051,3,840.0,Rice 2kg,Grocery,280.0,Daniel Kamau,Male,Kenya,Uasin Gishu,2026-03-16,2026-03-19
315,2,149,5,1001,1,55.0,Bread White,Bakery,55.0,Peter Mutua,Male,Kenya,Nakuru,2026-03-25,2026-03-26
316,1,102,2,1027,1,60.0,Milk 500ml,Dairy,60.0,Faith Cherono,Female,Kenya,Mombasa,2026-03-18,2026-03-19
317,2,111,1,1075,3,165.0,Bread White,Bakery,55.0,Daniel Cherono,Male,Kenya,Nairobi,2026-03-05,2026-03-06
318,5,143,3,1124,4,320.0,Soda 500ml,Beverages,80.0,Daniel Njeri,Female,Kenya,Kisumu,2026-03-06,2026-03-09
319,3,128,5,1005,5,700.0,Sugar 1kg,Grocery,140.0,Peter Omondi,Male,Kenya,Nakuru,2026-03-16,2026-03-18
320,6,106,1,1045,5,1400.0,Rice 2kg,Grocery,280.0,David Mwangi,Male,Kenya,Nairobi,2026-03-26,2026-03-28
321,3,113,5,1146,5,700.0,Sugar 1kg,Grocery,140.0,David Cherono,Female,Kenya,Nakuru,2026-03-24,2026-03-25
322,1,110,2,1197,1,60.0,Milk 500ml,Dairy,60.0,James Mwangi,Male,Kenya,Mombasa,2026-03-08,2026-03-10
323,7,127,2,1199,2,800.0,Eggs Tray,Dairy,400.0,Grace Wanjiku,Female,Kenya,Mombasa,2026-03-28,2026-03-30
324,1,133,4,1177,3,180.0,Milk 500ml,Dairy,60.0,Grace Njeri,Female,Kenya,Uasin Gishu,2026-03-16,2026-03-19
325,3,119,2,1120,5,700.0,Sugar 1kg,Grocery,140.0,Faith Mutua,Female,Kenya,Mombasa,2026-03-18,2026-03-21
326,4,133,2,1033,4,1280.0,Cooking Oil 1L,Grocery,320.0,Grace Njeri,Female,Kenya,Mombasa,2026-03-23,2026-03-25
327,6,105,1,1199,3,840.0,Rice 2kg,Grocery,280.0,Faith Mutua,Male,Kenya,Nairobi,2026-03-28,2026-03-30
328,6,115,1,1171,2,560.0,Rice 2kg,Grocery,280.0,John Otieno,Male,Kenya,Nairobi,2026-03-19,2026-03-20
329,5,102,4,1096,1,80.0,Soda 500ml,Beverages,80.0,Faith Cherono,Female,Kenya,Uasin Gishu,2026-03-08,2026-03-11
330,6,130,2,1163,1,280.0,Rice 2kg,Grocery,280.0,Ann Kamau,Female,Kenya,Mombasa,2026-03-06,2026-03-08
331,3,111,3,1102,4,560.0,Sugar 1kg,Grocery,140.0,Daniel Cherono,Male,Kenya,Kisumu,2026-03-03,2026-03-05
332,5,134,1,1005,2,160.0,Soda 500ml,Beverages,80.0,Faith Kamau,Female,Kenya,Nairobi,2026-03-16,2026-03-18
333,6,131,1,1096,2,560.0,Rice 2kg,Grocery,280.0,James Kamau,Female,Kenya,Nairobi,2026-03-08,2026-03-11
334,6,116,3,1098,3,840.0,Rice 2kg,Grocery,280.0,James Mwangi,Female,Kenya,Kisumu,2026-03-19,2026-03-21
335,3,121,4,1139,1,140.0,Sugar 1kg,Grocery,140.0,Brian Achieng,Male,Kenya,Uasin Gishu,2026-03-02,2026-03-05
336,2,132,5,1040,5,275.0,Bread White,Bakery,55.0,Peter Omondi,Male,Kenya,Nakuru,2026-03-16,2026-03-18
337,2,150,2,1015,1,55.0,Bread White,Bakery,55.0,Peter Achieng,Female,Kenya,Mombasa,2026-03-03,2026-03-06
338,3,108,5,1072,3,420.0,Sugar 1kg,Grocery,140.0,David Kamau,Male,Kenya,Nakuru,2026-03-02,2026-03-03
339,5,141,1,1058,3,240.0,Soda 500ml,Beverages,80.0,Faith Otieno,Male,Kenya,Nairobi,2026-03-17,2026-03-20
340,2,140,3,1199,4,220.0,Bread White,Bakery,55.0,Grace Otieno,Male,Kenya,Kisumu,2026-03-28,2026-03-30
341,4,130,4,1170,2,640.0,Cooking Oil 1L,Grocery,320.0,Ann Kamau,Female,Kenya,Uasin Gishu,2026-03-11,2026-03-14
342,7,135,2,1190,2,800.0,Eggs Tray,Dairy,400.0,Grace Njeri,Female,Kenya,Mombasa,2026-03-17,2026-03-18
343,2,142,2,1176,1,55.0,Bread White,Bakery,55.0,James Otieno,Male,Kenya,Mombasa,2026-03-18,2026-03-21
344,1,146,4,1055,4,240.0,Milk 500ml,Dairy,60.0,Daniel Omondi,Female,Kenya,Uasin Gishu,2026-03-28,2026-03-29
345,7,144,2,1072,2,800.0,Eggs Tray,Dairy,400.0,Ann Cherono,Male,Kenya,Mombasa,2026-03-02,2026-03-03
346,6,141,2,1086,3,840.0,Rice 2kg,Grocery,280.0,Faith Otieno,Male,Kenya,Mombasa,2026-03-27,2026-03-28
347,5,113,3,1128,4,320.0,Soda 500ml,Beverages,80.0,David Cherono,Female,Kenya,Kisumu,2026-03-27,2026-03-28
348,1,111,4,1192,4,240.0,Milk 500ml,Dairy,60.0,Daniel Cherono,Male,Kenya,Uasin Gishu,2026-03-08,2026-03-10
349,7,138,1,1075,1,400.0,Eggs Tray,Dairy,400.0,David Otieno,Female,Kenya,Nairobi,2026-03-05,2026-03-06
350,6,115,4,1121,3,840.0,Rice 2kg,Grocery,280.0,John Otieno,Male,Kenya,Uasin Gishu,2026-03-10,2026-03-12
351,2,149,2,1079,2,110.0,Bread White,Bakery,55.0,Peter Mutua,Male,Kenya,Mombasa,2026-03-14,2026-03-16
352,4,120,1,1167,4,1280.0,Cooking Oil 1L,Grocery,320.0,Ann Kiptoo,Female,Kenya,Nairobi,2026-03-01,2026-03-04
353,6,105,4,1188,3,840.0,Rice 2kg,Grocery,280.0,Faith Mutua,Male,Kenya,Uasin Gishu,2026-03-20,2026-03-22
354,7,103,1,1157,3,1200.0,Eggs Tray,Dairy,400.0,Mary Kiptoo,Male,Kenya,Nairobi,2026-03-30,2026-03-31
355,2,112,5,1009,1,55.0,Bread White,Bakery,55.0,David Mwangi,Male,Kenya,Nakuru,2026-03-10,2026-03-13
356,1,124,2,1092,3,180.0,Milk 500ml,Dairy,60.0,Daniel Achieng,Male,Kenya,Mombasa,2026-03-15,2026-03-17
357,2,123,5,1056,2,110.0,Bread White,Bakery,55.0,Daniel Wanjiku,Female,Kenya,Nakuru,2026-03-25,2026-03-27
358,4,148,3,1126,5,1600.0,Cooking Oil 1L,Grocery,320.0,Ann Cherono,Female,Kenya,Kisumu,2026-03-22,2026-03-24
359,7,110,4,1181,3,1200.0,Eggs Tray,Dairy,400.0,James Mwangi,Male,Kenya,Uasin Gishu,2026-03-14,2026-03-15
360,3,143,4,1183,3,420.0,Sugar 1kg,Grocery,140.0,Daniel Njeri,Female,Kenya,Uasin Gishu,2026-03-02,2026-03-05
361,4,119,4,1095,1,320.0,Cooking Oil 1L,Grocery,320.0,Faith Mutua,Female,Kenya,Uasin Gishu,2026-03-24,2026-03-25
362,3,113,2,1119,1,140.0,Sugar 1kg,Grocery,140.0,David Cherono,Female,Kenya,Mombasa,2026-03-24,2026-03-26
363,3,143,1,1018,2,280.0,Sugar 1kg,Grocery,140.0,Daniel Njeri,Female,Kenya,Nairobi,2026-03-25,2026-03-26
364,6,141,5,1070,1,280.0,Rice 2kg,Grocery,280.0,Faith Otieno,Male,Kenya,Nakuru,2026-03-22,2026-03-23
365,2,137,2,1066,5,275.0,Bread White,Bakery,55.0,James Omondi,Male,Kenya,Mombasa,2026-03-14,2026-03-17
366,5,145,5,1101,2,160.0,Soda 500ml,Beverages,80.0,Daniel Otieno,Male,Kenya,Nakuru,2026-03-14,2026-03-17
367,3,140,5,1111,4,560.0,Sugar 1kg,Grocery,140.0,Grace Otieno,Male,Kenya,Nakuru,2026-03-15,2026-03-18
368,4,114,4,1062,5,1600.0,Cooking Oil 1L,Grocery,320.0,David Achieng,Male,Kenya,Uasin Gishu,2026-03-20,2026-03-21
369,2,144,3,1058,4,220.0,Bread White,Bakery,55.0,Ann Cherono,Male,Kenya,Kisumu,2026-03-17,2026-03-20
370,5,119,5,1196,3,240.0,Soda 500ml,Beverages,80.0,Faith Mutua,Female,Kenya,Nakuru,2026-03-29,2026-03-30
371,4,114,4,1161,5,1600.0,Cooking Oil 1L,Grocery,320.0,David Achieng,Male,Kenya,Uasin Gishu,2026-03-29,2026-04-01
372,4,150,5,1150,4,1280.0,Cooking Oil 1L,Grocery,320.0,Peter Achieng,Female,Kenya,Nakuru,2026-03-04,2026-03-07
373,2,107,2,1168,2,110.0,Bread White,Bakery,55.0,John Kiptoo,Female,Kenya,Mombasa,2026-03-13,2026-03-15
374,3,114,4,1180,2,280.0,Sugar 1kg,Grocery,140.0,David Achieng,Male,Kenya,Uasin Gishu,2026-03-12,2026-03-13
375,7,118,5,1055,2,800.0,Eggs Tray,Dairy,400.0,Grace Omondi,Male,Kenya,Nakuru,2026-03-28,2026-03-29
376,6,148,2,1002,5,1400.0,Rice 2kg,Grocery,280.0,Ann Cherono,Female,Kenya,Mombasa,2026-03-31,2026-04-03
377,4,124,2,1010,5,1600.0,Cooking Oil 1L,Grocery,320.0,Daniel Achieng,Male,Kenya,Mombasa,2026-03-10,2026-03-12
378,2,103,1,1191,3,165.0,Bread White,Bakery,55.0,Mary Kiptoo,Male,Kenya,Nairobi,2026-03-06,2026-03-07
379,4,107,4,1070,5,1600.0,Cooking Oil 1L,Grocery,320.0,John Kiptoo,Female,Kenya,Uasin Gishu,2026-03-22,2026-03-23
380,3,141,1,1155,1,140.0,Sugar 1kg,Grocery,140.0,Faith Otieno,Male,Kenya,Nairobi,2026-03-23,2026-03-24
381,6,103,5,1179,4,1120.0,Rice 2kg,Grocery,280.0,Mary Kiptoo,Male,Kenya,Nakuru,2026-03-29,2026-03-31
382,7,133,2,1022,2,800.0,Eggs Tray,Dairy,400.0,Grace Njeri,Female,Kenya,Mombasa,2026-03-12,2026-03-13
383,4,104,5,1023,4,1280.0,Cooking Oil 1L,Grocery,320.0,Brian Achieng,Female,Kenya,Nakuru,2026-03-23,2026-03-24
384,2,140,5,1123,1,55.0,Bread White,Bakery,55.0,Grace Otieno,Male,Kenya,Nakuru,2026-03-18,2026-03-20
385,3,136,2,1173,3,420.0,Sugar 1kg,Grocery,140.0,Ann Achieng,Male,Kenya,Mombasa,2026-03-03,2026-03-06
386,4,126,2,1027,4,1280.0,Cooking Oil 1L,Grocery,320.0,Faith Kiptoo,Male,Kenya,Mombasa,2026-03-18,2026-03-19
387,3,130,1,1139,2,280.0,Sugar 1kg,Grocery,140.0,Ann Kamau,Female,Kenya,Nairobi,2026-03-02,2026-03-05
388,3,122,3,1189,4,560.0,Sugar 1kg,Grocery,140.0,Daniel Wanjiku,Female,Kenya,Kisumu,2026-03-21,2026-03-22
389,7,133,1,1145,2,800.0,Eggs Tray,Dairy,400.0,Grace Njeri,Female,Kenya,Nairobi,2026-03-05,2026-03-07
390,4,148,5,1168,4,1280.0,Cooking Oil 1L,Grocery,320.0,Ann Cherono,Female,Kenya,Nakuru,2026-03-13,2026-03-15
391,1,112,2,1084,5,300.0,Milk 500ml,Dairy,60.0,David Mwangi,Male,Kenya,Mombasa,2026-03-15,2026-03-17
392,3,114,3,1147,2,280.0,Sugar 1kg,Grocery,140.0,David Achieng,Male,Kenya,Kisumu,2026-03-30,2026-04-01
